accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	ORF2_type	ORF1_type	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	3CLpro_coverage	NTPase_coverage	p22_coverage	p48_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	VPg_coverage	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
MG674720	MG674720.2	Hu/4/Fengtai/2017	2017-09-17	Asia	China			7578	Homo sapiens		2018-01-07	2019-05-24		Dong et al.	"Dong,X.,Qin,M.,Wang,Z.-e.,Yang,X.,Wu,Q.,Feng,H.,Wei,X.,Yu,H.,Li,J."	"National Institute for Viral Disease Control and Prevention, China Cdc, Department of Diarrhea Viral Disease Control and Prevention"	https://www.ncbi.nlm.nih.gov/nuccore/MG674720	GII.6	GII.P7	0.9998666488865182	"3CLpro:1,NTPase:1,ORF1:0.9923529411764705,RdRp:1,VP1:0.9759704251386322,VP2:0.9207547169811321,VPg:1,p22:0.9661016949152542,p48:0.9789156626506024"	0	2362	1						"ORF1:58-64,ORF1:861-866,p48:58-64,p22:163-168,VP1:314-318,VP1:392-393,VP2:137-157"	1	1	0.9661016949152542	0.9789156626506024	1	0.9759704251386322	0.9207547169811321	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
MH218640	MH218640.1	NORO_171_09_03_2015	2015-03-09	Europe	United Kingdom			7550	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218640	GII.6	GII.P7	1	"3CLpro:1,NTPase:1,ORF1:0.99,RdRp:1,VP1:0.9963031423290203,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9668674698795181"	0	2372	0						"ORF1:58-64,ORF1:90-92,ORF1:861-866,p48:58-64,p48:90-92,p22:163-168,VP1:392-393"	1	1	0.9661016949152542	0.9668674698795181	1	0.9963031423290203	1	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
MH218641	MH218641.1	NORO_172_02_04_2015	2015-04-02	Europe	United Kingdom			7550	Homo sapiens		2018-06-11	2018-06-11		Brown et al.	"Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J."	"University College London, Division of Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/MH218641	GII.6	GII.P7	1	"3CLpro:1,NTPase:1,ORF1:0.9864705882352941,RdRp:1,VP1:0.9963031423290203,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9487951807228916"	0	2371	0						"ORF1:56-72,ORF1:861-866,p48:56-72,p22:163-168,VP1:392-393"	1	1	0.9661016949152542	0.9487951807228916	1	0.9963031423290203	1	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
MH279824	MH279824.1	MH279824	2017-XX-XX	North America	USA			7365	Homo sapiens		2018-07-01	2018-07-01		Casto et al.	"Casto,A.M.,Adler,A.,Huang,M.-L.,Makhsous,N.,Xie,H.,Zerr,D.,Greninger,A."	"University of Washington, Department of Laboratory Medicine"	https://www.ncbi.nlm.nih.gov/nuccore/MH279824	GII.6	GII.P7	0.9862648353113748	"3CLpro:1,NTPase:1,ORF1:0.9829411764705882,RdRp:1,VP1:0.9963031423290203,VP2:0.9283018867924528,VPg:1,p22:0.96045197740113,p48:0.9337349397590361"	0	2367	2						"ORF1:58-64,ORF1:861-866,p48:58-64,p22:163-168,VP1:392-393"	1	1	0.960451977	0.9337349397590361	1	0.9963031423290203	0.9283018867924528	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
MH702284	MH702284.1	MH702284	2016-12-06	Asia	Cambodia			7440	Homo sapiens		2019-01-01	2019-01-01		Pham et al.	"Pham,A.H.,Pham,T.T.T.,Swierczewski,B.E.,Ladaporn,B.,Baker,S."	"Oxford University Clinical Research Unit, Enterics"	https://www.ncbi.nlm.nih.gov/nuccore/MH702284	GII.6	GII.P7	0.9983997866382184	"3CLpro:1,NTPase:1,ORF1:0.99,RdRp:1,VP1:0.9963031423290203,VP2:1,VPg:1,p22:0.96045197740113,p48:0.9698795180722891"	0	2380	3						"ORF1:58-64,ORF1:861-866,p48:58-64,p22:163-168,VP1:392-393"	1	1	0.960451977	0.9698795180722891	1	0.9963031423290203	1	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
MH702288	MH702288.1	MH702288	2014-12-05	Asia	Bhutan			7265	Homo sapiens		2019-01-01	2019-01-01		Pham et al.	"Pham,A.H.,Pham,T.T.T.,Swierczewski,B.E.,Ladaporn,B.,Baker,S."	"Oxford University Clinical Research Unit, Enterics"	https://www.ncbi.nlm.nih.gov/nuccore/MH702288	GII.6	GII.P7	0.9731964261901588	"3CLpro:1,NTPase:0.9972677595628415,ORF1:0.9788235294117648,RdRp:1,VP1:1,VP2:0.8037735849056604,VPg:1,p22:0.96045197740113,p48:0.9156626506024096"	0	2314	3						"ORF1:54-62,ORF1:90-92,ORF1:861-866,p48:54-62,p48:90-92,p22:163-168"	1	0.9972677595628415	0.960451977	0.9156626506024096	1	1	0.8037735849056604	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
MH791993	MH791993.1	ST368	2017-XX-XX	North America	USA			7363	Homo sapiens		2018-09-22	2018-09-22		Casto et al.	"Casto,A.M.,Adler,A.,Huang,M.-L.,Makhsous,N.,Xie,H.,Zerr,D.,Greninger,A."	"University of Washington, Department of Laboratory Medicine"	https://www.ncbi.nlm.nih.gov/nuccore/MH791993	GII.6	GII.P7	0.9950660088011736	"3CLpro:1,NTPase:1,ORF1:0.9852941176470589,RdRp:1,VP1:0.9963031423290203,VP2:0.9962264150943396,VPg:1,p22:0.96045197740113,p48:0.9457831325301205"	0	2344	0						"ORF1:58-64,ORF1:861-866,p48:58-64,p22:163-168,VP1:392-393"	1	1	0.960451977	0.9457831325301205	1	0.9963031423290203	0.9962264150943396	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
MK301293	MK301293.1	Hu/GII.P7-GII.6/Maryland/USA/2018	2018-04-18	North America	USA			7534	Homo sapiens		2019-02-18	2019-04-05		Yang et al.	"Yang,Z.,Mammel,M."	"FDA, OARSA, CFSAN"	https://www.ncbi.nlm.nih.gov/nuccore/MK301293	GII.6	GII.P7	0.9991998933191092	"3CLpro:1,NTPase:1,ORF1:0.9823529411764705,RdRp:1,VP1:1,VP2:0.9811320754716981,VPg:1,p22:0.8983050847457628,p48:0.963855421686747"	0	2435	0						"ORF1:54-63,ORF1:832-849,p48:54-63,p22:134-151,VP2:139-143"	1	1	0.8983050847457628	0.963855422	1	1	0.9811320754716981	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
LC597121	LC597121.1	LC597121	2015-XX-XX	Asia	Indonesia			7589	Homo sapiens		2021-01-14	2021-01-14		Utsumi et al.	"Utsumi,T.,Lusida,M.I.,Dinana,Z.,Wahyuni,R.M.,Soegijanto,S.,Soetjipto,Athiyyah,A.F.,Sudarmo,S.M.,Ranuh,R.G.,Darma,A.,Juniastuti,Yamani,L.N.,Doan,Y.H.,Shimizu,H.,Ishii,K.,Matsui,C.,Deng,L.,Abe,T.,Katayama,K.,Shoji,I."	"Center for Infectious Diseases; 7-5-1 Kusunoki-cho Chuo-ku, Kobe, Hyogo 650-0017"	https://www.ncbi.nlm.nih.gov/nuccore/LC597121	GII.6	GII.P7	1	"3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.9963031423290203,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9849397590361446"	0	2371	0						"ORF1:54-58,ORF1:861-866,p48:54-58,p22:163-168,VP1:392-393"	1	1	0.9661016949152542	0.9849397590361446	1	0.9963031423290203	1	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
LC597131	LC597131.1	LC597131	2016-XX-XX	Asia	Indonesia			7497	Homo sapiens		2021-01-14	2021-01-14		Utsumi et al.	"Utsumi,T.,Lusida,M.I.,Dinana,Z.,Wahyuni,R.M.,Soegijanto,S.,Soetjipto,Athiyyah,A.F.,Sudarmo,S.M.,Ranuh,R.G.,Darma,A.,Juniastuti,Yamani,L.N.,Doan,Y.H.,Shimizu,H.,Ishii,K.,Matsui,C.,Deng,L.,Abe,T.,Katayama,K.,Shoji,I."	"Center for Infectious Diseases; 7-5-1 Kusunoki-cho Chuo-ku, Kobe, Hyogo 650-0017"	https://www.ncbi.nlm.nih.gov/nuccore/LC597131	GII.6	GII.P7	0.9989331910921456	"3CLpro:1,NTPase:1,ORF1:0.9841176470588235,RdRp:1,VP1:0.9963031423290203,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9367469879518072"	0	2355	0						"ORF1:54-63,ORF1:89-94,ORF1:861-866,p48:54-63,p48:89-94,p22:163-168,VP1:392-393"	1	1	0.9661016949152542	0.9367469879518072	1	0.9963031423290203	1	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
MF140676	MF140676.1	MF140676	2013-05-22	Europe	Netherlands			7475	Homo sapiens		2017-10-24	2017-10-24		van Beek et al.	"van Beek,J.,de Graaf,M.,Smits,S.L.,Schapendonk,C.M.E.,Verjans,G.M.G.M.,Vennema,H.,van der Eijk,A.A.,Phan,M.V.T.,Cotten,M.L.,Koopmans,M.P.G.,Verjans,G.M."	"National Institute for Public Health and the Environment (RIVM), Centre for infectious Disease Control (Cib)"	https://www.ncbi.nlm.nih.gov/nuccore/MF140676	GII.6	GII.P7	0.993465795	"3CLpro:1,NTPase:1,ORF1:0.98,RdRp:1,VP1:0.9593345656192237,VP2:1,VPg:1,p22:0.9887005649717514,p48:0.9036144578313253"	0	2395	0						"ORF1:54-68,ORF1:838-839,p48:54-68,p22:140-141,VP1:289-305"	1	1	0.9887005649717514	0.9036144578313253	1	0.9593345656192237	1	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
MF140677	MF140677.1	MF140677	2013-12-12	Europe	Netherlands			7480	Homo sapiens		2017-10-24	2017-10-24		van Beek et al.	"van Beek,J.,de Graaf,M.,Smits,S.L.,Schapendonk,C.M.E.,Verjans,G.M.G.M.,Vennema,H.,van der Eijk,A.A.,Phan,M.V.T.,Cotten,M.L.,Koopmans,M.P.G.,Verjans,G.M."	"National Institute for Public Health and the Environment (RIVM), Centre for infectious Disease Control (Cib)"	https://www.ncbi.nlm.nih.gov/nuccore/MF140677	GII.6	GII.P7	0.993465795	"3CLpro:1,NTPase:1,ORF1:0.98,RdRp:1,VP1:0.9593345656192237,VP2:1,VPg:1,p22:0.9887005649717514,p48:0.9036144578313253"	0	2386	0						"ORF1:54-68,ORF1:838-839,p48:54-68,p22:140-141,VP1:289-305"	1	1	0.9887005649717514	0.9036144578313253	1	0.9593345656192237	1	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
KX268709	KX268709.1	KX268709	2014-12-XX	North America	USA			7537	Homo sapiens		2016-08-09	2018-09-19	SRR8298615	Yang et al.	"Yang,Z.,Kulka,M."	"U.S. Food and Drug Administration, Division of Molecular Biology, Office of Applied Research and Safety Assessment, Center for Food Safety and Applied Nutrition"	https://www.ncbi.nlm.nih.gov/nuccore/KX268709	GII.6	GII.P7	0.9994665955460728	"3CLpro:1,NTPase:1,ORF1:0.9911764705882353,RdRp:1,VP1:0.9963031423290203,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9728915662650602"	0	2390	0						"ORF1:58-64,ORF1:861-866,p48:58-64,p22:163-168,VP1:392-393"	1	1	0.9661016949152542	0.9728915662650602	1	0.9963031423290203	1	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
KX752057	KX752057.1	GII/Hu/China/2009/GII.P7-GII.6/Beijing	2009-05-XX	Asia	China			6952	Homo sapiens		2017-03-24	2017-03-24		Cai et al.	"Cai,H.,Yu,Y.,Jin,M.,Pan,Y.,Yan,S.,Wang,Y."	"Shanghai Ocean University, College of Food Science and Technology"	https://www.ncbi.nlm.nih.gov/nuccore/KX752057	GII.6	GII.P7	0.9282571009467928	"3CLpro:1,NTPase:1,ORF1:0.991764705882353,RdRp:1,VP1:0.9833641404805915,VP2:0.32452830188679244,VPg:1,p22:1,p48:0.9578313253012049"	0	2191	0						"ORF1:55-68,p48:55-68,VP1:337-341"	1	1	1	0.9578313253012049	1	0.9833641404805915	0.32452830188679244	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
KY424341	KY424341.1	Hu/GII.6/BethesdaD1/2012/US	2012-12-XX	North America	USA			7509	Homo sapiens		2017-01-17	2018-04-19		Parra et al.	"Parra,G.I.,Green,K.Y.,Squires,R.B.,Karangwa,C.K.,Johnson,J.A.,Lepore,C.J.,Sosnovtsev,S.V.,Lepore,C.,Sosnovtsev,S.S."	"NIAID, NIH, LID"	https://www.ncbi.nlm.nih.gov/nuccore/KY424341	GII.6	GII.P7	0.998666489	"3CLpro:1,NTPase:1,ORF1:0.9852941176470589,RdRp:1,VP1:0.9963031423290203,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9427710843373494"	0	2405	0						"ORF1:54-68,ORF1:861-866,p48:54-68,p22:163-168,VP1:392-393"	1	1	0.9661016949152542	0.9427710843373494	1	0.9963031423290203	1	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
KY424342	KY424342.1	Hu/GII.6/BethesdaD7/2012/US	2012-12-XX	North America	USA			7509	Homo sapiens		2017-01-17	2018-04-19		Parra et al.	"Parra,G.I.,Squires,R.B.,Karangwa,C.K.,Johnson,J.A.,Lepore,C.J.,Sosnovtsev,S.V.,Green,K.Y.,Lepore,C.,Sosnovtsev,S.S."	"NIAID, NIH, LID"	https://www.ncbi.nlm.nih.gov/nuccore/KY424342	GII.6	GII.P7	0.998666489	"3CLpro:1,NTPase:1,ORF1:0.9852941176470589,RdRp:1,VP1:0.9963031423290203,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9427710843373494"	0	2405	0						"ORF1:54-68,ORF1:861-866,p48:54-68,p22:163-168,VP1:392-393"	1	1	0.9661016949152542	0.9427710843373494	1	0.9963031423290203	1	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
KY424343	KY424343.1	Hu/GII.6/BethesdaD14/2012/US	2012-12-XX	North America	USA			7509	Homo sapiens		2017-01-17	2018-04-19		Parra et al.	"Parra,G.I.,Squires,R.B.,Karangwa,C.K.,Johnson,J.A.,Lepore,C.J.,Sosnovtsev,S.V.,Green,K.Y.,Lepore,C.,Sosnovtsev,S.S."	"NIAID, NIH, LID"	https://www.ncbi.nlm.nih.gov/nuccore/KY424343	GII.6	GII.P7	0.998666489	"3CLpro:1,NTPase:1,ORF1:0.9852941176470589,RdRp:1,VP1:0.9963031423290203,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9427710843373494"	0	2405	0						"ORF1:54-68,ORF1:861-866,p48:54-68,p22:163-168,VP1:392-393"	1	1	0.9661016949152542	0.9427710843373494	1	0.9963031423290203	1	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
KY424345	KY424345.1	Hu/GII.6/HenrytonH1/1971/US	1971-12-XX	North America	USA			7521	Homo sapiens		2017-01-17	2018-04-19		Parra et al.	"Parra,G.I.,Squires,R.B.,Karangwa,C.K.,Johnson,J.A.,Lepore,C.J.,Sosnovtsev,S.V.,Green,K.Y.,Lepore,C.,Sosnovtsev,S.S."	"NIAID, NIH, LID"	https://www.ncbi.nlm.nih.gov/nuccore/KY424345	GII.6	GII.P6	0.9906654220562742	"3CLpro:1,NTPase:1,ORF1:0.9576470588235294,RdRp:1,VP1:0.8983364140480592,VP2:1,VPg:1,p22:0.8983050847457628,p48:0.8373493975903614"	0	2341	0						"ORF1:30-36,ORF1:53-67,ORF1:857-869,p48:30-36,p48:53-67,p22:159-171,VP1:349-400"	1	1	0.8983050847457628	0.8373493975903614	1	0.8983364140480592	1	1	GII.6	GII	GII.6		GII.P6	GII	GII.P6	
KY424346	KY424346.1	Hu/GII.6/HenrytonH2/1971/US	1971-12-XX	North America	USA			7521	Homo sapiens		2017-01-17	2018-04-19		Parra et al.	"Parra,G.I.,Squires,R.B.,Karangwa,C.K.,Johnson,J.A.,Lepore,C.J.,Sosnovtsev,S.V.,Green,K.Y.,Lepore,C.,Sosnovtsev,S.S."	"NIAID, NIH, LID"	https://www.ncbi.nlm.nih.gov/nuccore/KY424346	GII.6	GII.P6	0.9905320709427924	"3CLpro:1,NTPase:1,ORF1:0.9576470588235294,RdRp:1,VP1:0.8983364140480592,VP2:1,VPg:1,p22:0.8983050847457628,p48:0.8373493975903614"	0	2343	1						"ORF1:30-36,ORF1:53-67,ORF1:857-869,p48:30-36,p48:53-67,p22:159-171,VP1:349-400"	1	1	0.8983050847457628	0.8373493975903614	1	0.8983364140480592	1	1	GII.6	GII	GII.6		GII.P6	GII	GII.P6	
KY424347	KY424347.1	Hu/GII.6/HenrytonH3/1971/US	1971-12-XX	North America	USA			7521	Homo sapiens		2017-01-17	2018-04-19		Parra et al.	"Parra,G.I.,Squires,R.B.,Karangwa,C.K.,Johnson,J.A.,Lepore,C.J.,Sosnovtsev,S.V.,Green,K.Y.,Lepore,C.,Sosnovtsev,S.S."	"NIAID, NIH, LID"	https://www.ncbi.nlm.nih.gov/nuccore/KY424347	GII.6	GII.P6	0.9902653687158288	"3CLpro:1,NTPase:1,ORF1:0.9564705882352941,RdRp:0.9980392156862745,VP1:0.8964879852125693,VP2:1,VPg:1,p22:0.8983050847457628,p48:0.8373493975903614"	0	2341	3						"ORF1:30-36,ORF1:53-67,ORF1:857-869,p48:30-36,p48:53-67,p22:159-171,VP1:349-400"	1	1	0.8983050847457628	0.8373493975903614	0.9980392156862745	0.8964879852125693	1	1	GII.6	GII	GII.6		GII.P6	GII	GII.P6	
KM198519	KM198519.1	Hu/GII/30082/2009/VNM	2009-06-23	Asia	Vietnam			7440	Homo sapiens		2014-08-04	2014-11-13		Cotten et al.	"Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T."	"The Wellcome Trust Sanger Institute, Virus Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KM198519	GII.6	GII.P7	0.9922656354180558	"3CLpro:1,NTPase:1,ORF1:0.9882352941176471,RdRp:1,VP1:0.9815157116451017,VP2:0.8830188679245283,VPg:1,p22:0.9661016949152542,p48:0.9578313253012049"	2	2356	0						"ORF1:55-68,ORF1:861-866,p48:55-68,p22:163-168,VP1:337-341,VP2:133-138"	1	1	0.9661016949152542	0.9578313253012049	1	0.9815157116451017	0.8830188679245283	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
KM198530	KM198530.1	Hu/GII/20486/2010/VNM	2010-03-18	Asia	Vietnam			7437	Homo sapiens		2014-08-04	2014-11-13		Cotten et al.	"Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T."	"The Wellcome Trust Sanger Institute, Virus Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KM198530	GII.6	GII.P7	0.9925323376450194	"3CLpro:1,NTPase:1,ORF1:0.9905882352941177,RdRp:1,VP1:0.8872458410351202,VP2:0.9320754716981132,VPg:1,p22:0.9491525423728814,p48:0.9789156626506024"	0	2342	0						"ORF1:58-64,ORF1:846-849,p48:58-64,p22:148-151,VP1:289-310,VP1:344-372,VP1:395-398"	1	1	0.9491525423728814	0.9789156626506024	1	0.8872458410351202	0.9320754716981132	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
KM198531	KM198531.1	Hu/GII/30116/2009/VNM	2009-07-09	Asia	Vietnam			7437	Homo sapiens		2014-08-04	2014-11-13		Cotten et al.	"Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T."	"The Wellcome Trust Sanger Institute, Virus Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KM198531	GII.6	GII.P7	0.9925323376450194	"3CLpro:1,NTPase:1,ORF1:0.9823529411764705,RdRp:1,VP1:0.9704251386321626,VP2:0.879245283018868,VPg:1,p22:0.8700564971751412,p48:0.9789156626506024"	0	2357	0						"ORF1:58-64,ORF1:833-849,ORF1:861-866,p48:58-64,p22:135-151,p22:163-168,VP1:289-299,VP2:154-159"	1	1	0.8700564971751412	0.9789156626506024	1	0.9704251386321626	0.879245283	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
KM198534	KM198534.1	Hu/GII/30443/2010/VNM	2010-01-28	Asia	Vietnam			7440	Homo sapiens		2014-08-04	2014-11-13		Cotten et al.	"Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T."	"The Wellcome Trust Sanger Institute, Virus Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KM198534	GII.6	GII.P7	0.9925323376450194	"3CLpro:1,NTPase:1,ORF1:0.9905882352941177,RdRp:1,VP1:0.9833641404805915,VP2:0.9018867924528302,VPg:1,p22:1,p48:0.9518072289156626"	0	2335	0						"ORF1:53-68,p48:53-68,VP1:337-341,VP2:134-140"	1	1	1	0.9518072289156626	1	0.9833641404805915	0.9018867924528302	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
KM198549	KM198549.1	Hu/GII/30473/2010/VNM	2010-03-01	Asia	Vietnam			7434	Homo sapiens		2014-08-04	2014-11-13		Cotten et al.	"Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T."	"The Wellcome Trust Sanger Institute, Virus Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KM198549	GII.6	GII.P7	0.992132284	"3CLpro:1,NTPase:1,ORF1:0.9905882352941177,RdRp:1,VP1:0.8817005545286506,VP2:0.9283018867924528,VPg:1,p22:0.9491525423728814,p48:0.9789156626506024"	0	2372	0						"ORF1:58-64,ORF1:846-849,p48:58-64,p22:148-151,VP1:289-310,VP1:360-374,VP1:381-393"	1	1	0.9491525423728814	0.9789156626506024	1	0.8817005545286506	0.9283018867924528	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
JX846927	JX846927.1	JX846927	1984-12-08	North America	USA	Washington DC		7534	Homo sapiens		2012-11-24	2014-02-07		Madupu et al.	"Madupu,R.,Halpin,R.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Edworthy,P.,Gupta,N.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Kim,M.,Bok,K.,Sosnovtsev,S.V.,Wentworth,D.E.,Green,K.Y."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/JX846927	GII.6	GII.P7	1	"3CLpro:1,NTPase:1,ORF1:0.9905882352941177,RdRp:1,VP1:0.966728280961183,VP2:0.9547169811320755,VPg:1,p22:1,p48:0.9518072289156626"	0	2379	0						"ORF1:53-68,p48:53-68,VP1:382-395,VP2:154-159"	1	1	1	0.9518072289156626	1	0.966728281	0.9547169811320755	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
JX989075	JX989075.1	Hu/GII.6/GZ2010-L96/Guangzhou/CHN/2011	2011-01-14	Asia	China			7550	Homo sapiens		2013-01-30	2014-05-09		Xue et al.	"Xue,L.,Wu,Q.,Kou,X.,Zhang,J.,Guo,W."	"Guangdong Institute of Microbiology, State Key Laboratory of Applied Microbiology (Ministry-Guangdong Province Jointly Breeding Base), South China, Guangdong Provincial Key Laboratory of Microbial Culture Collection and Application, Guangdong Open Laboratory of Applied Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/JX989075	GII.6	GII.P6	1	"3CLpro:1,NTPase:1,ORF1:0.9782352941176471,RdRp:1,VP1:0.9482439926062847,VP2:0.9245283018867925,VPg:1,p22:0.9661016949152542,p48:0.9066265060240963"	0	2367	0						"ORF1:17-36,ORF1:53-63,ORF1:861-866,p48:17-36,p48:53-63,p22:163-168,VP1:311-318,VP1:333-340,VP1:392-393,VP2:139-157"	1	1	0.9661016949152542	0.9066265060240963	1	0.9482439926062847	0.9245283018867925	1	GII.6	GII	GII.6		GII.P6	GII	GII.P6	
KC576910	KC576910.1	KC576910	1976-03-12	Africa	Senegal	Dakar		7441	Homo sapiens		2013-02-17	2013-02-17		Madupu et al.	"Madupu,R.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Kim,M.,Bok,K.,Sosnovtsev,S.V.,Wentworth,D.E.,Green,K.Y."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KC576910	GII.6	GII.P7	0.9955994132551008	"3CLpro:1,NTPase:1,ORF1:0.9941176470588236,RdRp:1,VP1:0.9852125693160814,VP2:0.8566037735849057,VPg:1,p22:0.9661016949152542,p48:0.9879518072289156"	0	2350	0						"ORF1:861-866,p22:163-168,VP1:338-341,VP2:177-182,VP2:243-265"	1	1	0.9661016949152542	0.9879518072289156	1	0.9852125693160814	0.8566037735849057	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
KC597146	KC597146.1	KC597146	1975-02-08	North America	USA	Washington DC		7211	Homo sapiens		2013-04-02	2013-10-23		Madupu et al.	"Madupu,R.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Kim,M.,Bok,K.,Sosnovtsev,S.V.,Wentworth,D.E.,Green,K.Y."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KC597146	GII.6	Could not assign	0.8071742899053207	"3CLpro:1,NTPase:0.8661202185792349,ORF1:0.36764705882352944,RdRp:1,VP1:0.512014787430684,VP2:0,VPg:1,p22:0.847457627118644,p48:0.9096385542168675"	977	1821	0						"ORF1:17-36,ORF1:53-62,ORF1:650-845,ORF1:852-1700,p48:17-36,p48:53-62,NTPase:318-366,p22:140-150,p22:159-171,VP1:278-541,VP2:52-265"	1	0.8661202185792349	0.847457627	0.9096385542168675	1	0.512014787	0	1	GII.6	GII	GII.6		Could not assign	GII	Could not assign	
